67,69  25,25
70,89
77,25
78,23
29,67
31,46
53,97
52,73
39,01
6,02
10,66
40,43
4,54
33,58
48,98
13,05
11,69
6,15
85,22
96,42
39,88
75,57
57,54
97,24
46,3
16,55
89,05
31,15
91,48
39,45
55,04
97,39
50,15
2,04
8,01
53,99
41,58
68,4
41,95
10,36
76,37
53,07
5,34
12,28
11,34
59,62
46,96
55,47
49,85
75,6
16,36
50,49
38,27
30,15
27,77
40,1
47,97
91,5
78,23
18,62
33,44
13,65
89,16
45,99
24,83
44,06
3,93
60,44
23,71
18,96
72,29
38,83
34,11
51,69
76,3
30,1
88,93
57,52
44,19
69,72
1,61
29,26
62,99
47,42
12,45
52,66
47,3
1,95
59,95
9,38
18,53
56,51
26,62
18,56
83,49
51,27
35,76
35,58
72,22
5,87
61,46
91,5
72,49
9,53
7,47
42,6
3,69
37,04
57,85
84,57
67,4
15,71
85,69
59,96
75,52
11,56
8,63
76,24
40,41
18,96
13,66
75,54
99,74
32,24
15,01
90,74
5,22
80,89
74,86
78,58
16,98
84,47
61,82
51,32
82,18
9,13
44,17
26,39
88,91
7,45
10,36
5,17
39,51
84,84
13,02
51,79
34,37
37,72
18,67
16,25
30,13
27,24
33,56
93,95
89,97
14,56
42,46
91,57
13,75
94,59
85,65
61,38
73,03
72,64
76,41
61,46
14,6
62,14
17,09
90,88
69,19
70,35
88,1
74,4
15,6
88,82
12,68
50,15
99,93
9,13
52,66
5,21
27,63
70,41
86,82
36,73
62,77
36,9
87,44
61,56
89,81
61,76
29,11
7,15
38,67
33,71
71,94
61,88
56,5
21,23
73,49
59,4
93,29
6,93
55,59
99,08
3,93
24,86
71,56
71,09
48,87
94,6
71,64
80,9
60,3
38,3
39,06
7,8
8,24
8,96
29,11
58,95
18,02
16,85
51,0
71,8
14,23
82,43
7,69
59,53
44,1
77,55
66,76
19,49
74,04
86,81
22,03
70,78
90,19
9,69
26,76
47,26
36,89
98,78
10,8
71,11
50,46
88,25
65,14
88,17
83,92
90,14
18,47
1,64
36,81
76,61
39,47
33,03
62,98
48,78
92,06
5,89
50,1
10,87
59,54
92,51
86,96
76,33
50,9
20,21
9,88
79,05
44,0
48,53
64,6
21,27
44,93
87,51
72,07
1,65
85,8
29,38
39,72
3,47
55,32
23,65
35,46
65,38
39,77
77,39
86,35
9,09
16,03
27,3
62,37
72,69
25,33
69,56
18,51
99,52
71,29
62,01
40,55
95,86
84,91
50,32
47,1
57,24
98,38
3,74
5,98
77,92
84,5
52,21
18,26
82,31
76,87
98,17
92,95
97,82
2,11
77,6
11,74
70,83
50,02
19,56
63,57
91,55
55,48
84,34
20,11
3,17
76,58
68,41
59,35
54,79
78,11
40,29
80,29
25,93
93,61
61,78
30,28
95,11
32,14
74,26
68,54
41,85
21,44
12,06
75,92
17,25
85,06
79,4
54,43
52,56
21,89
84,29
41,11
2,13
97,33
41,52
55,77
3,04
92,03
92,25
36,03
22,47
94,04
17,5
88,07
29,6
52,09
12,42
38,18
11,68
55,24
75,11
8,75
2,83
52,61
54,79
89,32
89,89
73,25
59,03
17,84
47,5
46,59
75,43
5,46
97,28
34,67
12,13
45,78
59,36
95,1
64,0
85,87
39,45
56,5
87,69
46,84
8,6
54,28
30,97
90,12
76,0
84,81
34,48
63,61
19,1
78,3
76,26
12,23
1,59
16,71
37,52
13,68
70,24
73,37
58,15
40,23
86,41
55,21
17,37
77,98
5,78
96,53
18,3
75,28
44,68
75,67
55,0
95,28
58,22
43,84
89,3
89,96
44,28
87,29
80,63
51,2
68,87
22,22
96,12
17,23
94,15
54,75
94,08
17,56
56,2
84,53
84,81
85,11
20,82
83,81
4,72
6,79
48,18
65,12
84,4
64,02
86,44
22,15
25,15
88,05
47,44
81,59
49,94
24,85
23,93
61,29
58,46
45,04
63,59
50,29
16,6
30,84
77,86
81,49
95,65
69,8
44,1
82,7
29,85
21,87
59,98
94,61
17,51
61,73
5,8
88,15
55,76
75,55
59,01
46,89
34,98
74,86
41,57
51,63
34,19
47,15
7,64
82,74
24,67
73,49
88,06
63,41
20,91
36,0
60,86
81,34
11,19
20,6
40,37
92,53
39,63
11,51
22,62
5,98
27,78
50,06
78,97
7,51
42,19
51,83
39,98
33,2
27,71
42,16
52,56
14,44
59,99
51,62
57,68
12,42
64,58
72,44
26,16
8,81
2,64
42,12
48,3
25,36
